#                                                          
# SPHERE/IRDIS DB D_H34 filters transmission               
#                                                          
# Updated with final values on 2015-04-16 by Arthur Vigan  
# For any information, please contact <arthur.vigan@lam.fr>
#                                                          
# wavelength   D_H3          D_H4                          
#                                                          
       400.0   0.000000970   0.000000970
       401.0   0.000000970   0.000000970
       402.0   0.000000970   0.000000970
       403.0   0.000000970   0.000000970
       404.0   0.000000970   0.000000970
       405.0   0.000000970   0.000000970
       406.0   0.000000970   0.000000970
       407.0   0.000000970   0.000000970
       408.0   0.000000970   0.000000970
       409.0   0.000000970   0.000000970
       410.0   0.000000970   0.000000970
       411.0   0.000000970   0.000000970
       412.0   0.000000970   0.000000970
       413.0   0.000000970   0.000000970
       414.0   0.000000970   0.000000970
       415.0   0.000000970   0.000000970
       416.0   0.000000970   0.000000970
       417.0   0.000000970   0.000000970
       418.0   0.000000970   0.000000970
       419.0   0.000000970   0.000000970
       420.0   0.000000970   0.000000970
       421.0   0.000000970   0.000000970
       422.0   0.000000970   0.000000970
       423.0   0.000000970   0.000000970
       424.0   0.000000970   0.000000970
       425.0   0.000000970   0.000000970
       426.0   0.000000970   0.000000970
       427.0   0.000000970   0.000000970
       428.0   0.000000970   0.000000970
       429.0   0.000000970   0.000000970
       430.0   0.000000970   0.000000970
       431.0   0.000000970   0.000000970
       432.0   0.000000970   0.000000970
       433.0   0.000000970   0.000000970
       434.0   0.000000970   0.000000970
       435.0   0.000000970   0.000000970
       436.0   0.000000970   0.000000970
       437.0   0.000000970   0.000000970
       438.0   0.000000970   0.000000970
       439.0   0.000000970   0.000000970
       440.0   0.000000970   0.000000970
       441.0   0.000000970   0.000000970
       442.0   0.000000970   0.000000970
       443.0   0.000000970   0.000000970
       444.0   0.000000970   0.000000970
       445.0   0.000000970   0.000000970
       446.0   0.000000970   0.000000970
       447.0   0.000000970   0.000000970
       448.0   0.000000970   0.000000970
       449.0   0.000000970   0.000000970
       450.0   0.000000970   0.000000970
       451.0   0.000000970   0.000000970
       452.0   0.000000970   0.000000970
       453.0   0.000000970   0.000000970
